doctor_id,specialty,scheduled_date,hour_of_day,day_of_week,week_of_year,is_holiday,is_day_after_holiday,is_ramadan,season,patient_count,lag_1w,lag_2w,roll_4w_avg
1,general,2024-01-01,9,0,1,False,False,False,flu_season,3,,,
1,general,2024-01-01,10,0,1,False,False,False,flu_season,3,,,
1,general,2024-01-01,11,0,1,False,False,False,flu_season,6,,,
1,general,2024-01-01,12,0,1,False,False,False,flu_season,2,,,
1,general,2024-01-01,13,0,1,False,False,False,flu_season,2,,,
1,general,2024-01-01,14,0,1,False,False,False,flu_season,3,,,
1,general,2024-01-01,15,0,1,False,False,False,flu_season,4,,,
1,general,2024-01-01,16,0,1,False,False,False,flu_season,1,,,
1,general,2024-01-01,17,0,1,False,False,False,flu_season,8,,,
1,general,2024-01-01,18,0,1,False,False,False,flu_season,1,,,
1,general,2024-01-02,9,1,1,False,False,False,flu_season,4,,,
1,general,2024-01-02,10,1,1,False,False,False,flu_season,5,,,
1,general,2024-01-02,11,1,1,False,False,False,flu_season,1,,,
1,general,2024-01-02,12,1,1,False,False,False,flu_season,5,,,
1,general,2024-01-02,13,1,1,False,False,False,flu_season,2,,,
1,general,2024-01-02,14,1,1,False,False,False,flu_season,2,,,
1,general,2024-01-02,15,1,1,False,False,False,flu_season,4,,,
1,general,2024-01-02,16,1,1,False,False,False,flu_season,1,,,
1,general,2024-01-02,17,1,1,False,False,False,flu_season,5,,,
1,general,2024-01-02,18,1,1,False,False,False,flu_season,1,,,
1,general,2024-01-02,19,1,1,False,False,False,flu_season,1,,,
1,general,2024-01-03,9,2,1,False,False,False,flu_season,2,,,
1,general,2024-01-03,10,2,1,False,False,False,flu_season,1,,,
1,general,2024-01-03,11,2,1,False,False,False,flu_season,1,,,
1,general,2024-01-03,12,2,1,False,False,False,flu_season,3,,,
1,general,2024-01-03,13,2,1,False,False,False,flu_season,1,,,
1,general,2024-01-03,14,2,1,False,False,False,flu_season,1,,,
1,general,2024-01-03,15,2,1,False,False,False,flu_season,3,,,
1,general,2024-01-03,16,2,1,False,False,False,flu_season,3,,,
1,general,2024-01-03,17,2,1,False,False,False,flu_season,2,,,
1,general,2024-01-03,18,2,1,False,False,False,flu_season,2,,,
1,general,2024-01-03,19,2,1,False,False,False,flu_season,1,,,
1,general,2024-01-04,9,3,1,False,False,False,flu_season,3,,,
1,general,2024-01-04,12,3,1,False,False,False,flu_season,3,,,
1,general,2024-01-04,13,3,1,False,False,False,flu_season,3,,,
1,general,2024-01-04,14,3,1,False,False,False,flu_season,2,,,
1,general,2024-01-04,15,3,1,False,False,False,flu_season,3,,,
1,general,2024-01-04,16,3,1,False,False,False,flu_season,1,,,
1,general,2024-01-04,17,3,1,False,False,False,flu_season,3,,,
1,general,2024-01-04,19,3,1,False,False,False,flu_season,2,,,
1,general,2024-01-05,9,4,1,False,False,False,flu_season,2,,,
1,general,2024-01-05,10,4,1,False,False,False,flu_season,2,,,
1,general,2024-01-05,11,4,1,False,False,False,flu_season,2,,,
1,general,2024-01-05,13,4,1,False,False,False,flu_season,1,,,
1,general,2024-01-05,15,4,1,False,False,False,flu_season,2,,,
1,general,2024-01-05,16,4,1,False,False,False,flu_season,4,,,
1,general,2024-01-05,17,4,1,False,False,False,flu_season,1,,,
1,general,2024-01-05,18,4,1,False,False,False,flu_season,1,,,
1,general,2024-01-05,19,4,1,False,False,False,flu_season,4,,,
1,general,2024-01-06,9,5,1,False,False,False,flu_season,2,,,
1,general,2024-01-06,11,5,1,False,False,False,flu_season,4,,,
1,general,2024-01-06,13,5,1,False,False,False,flu_season,1,,,
1,general,2024-01-06,14,5,1,False,False,False,flu_season,1,,,
1,general,2024-01-06,15,5,1,False,False,False,flu_season,1,,,
1,general,2024-01-06,16,5,1,False,False,False,flu_season,1,,,
1,general,2024-01-06,17,5,1,False,False,False,flu_season,3,,,
1,general,2024-01-06,18,5,1,False,False,False,flu_season,1,,,
1,general,2024-01-07,14,6,1,False,False,False,flu_season,1,,,
1,general,2024-01-07,15,6,1,False,False,False,flu_season,1,,,
1,general,2024-01-07,18,6,1,False,False,False,flu_season,1,,,
1,general,2024-01-08,9,0,2,False,False,False,flu_season,1,3.0,,
1,general,2024-01-08,10,0,2,False,False,False,flu_season,4,3.0,,
1,general,2024-01-08,11,0,2,False,False,False,flu_season,3,6.0,,
1,general,2024-01-08,12,0,2,False,False,False,flu_season,1,2.0,,
1,general,2024-01-08,13,0,2,False,False,False,flu_season,1,2.0,,
1,general,2024-01-08,14,0,2,False,False,False,flu_season,5,3.0,,
1,general,2024-01-08,15,0,2,False,False,False,flu_season,7,4.0,,
1,general,2024-01-08,16,0,2,False,False,False,flu_season,3,1.0,,
1,general,2024-01-08,17,0,2,False,False,False,flu_season,4,8.0,,
1,general,2024-01-08,18,0,2,False,False,False,flu_season,4,1.0,,
1,general,2024-01-08,19,0,2,False,False,False,flu_season,1,,,
1,general,2024-01-09,9,1,2,False,False,False,flu_season,7,4.0,,
1,general,2024-01-09,10,1,2,False,False,False,flu_season,1,5.0,,
1,general,2024-01-09,11,1,2,False,False,False,flu_season,2,1.0,,
1,general,2024-01-09,13,1,2,False,False,False,flu_season,2,2.0,,
1,general,2024-01-09,14,1,2,False,False,False,flu_season,2,2.0,,
1,general,2024-01-09,15,1,2,False,False,False,flu_season,1,4.0,,
1,general,2024-01-09,16,1,2,False,False,False,flu_season,1,1.0,,
1,general,2024-01-09,17,1,2,False,False,False,flu_season,4,5.0,,
1,general,2024-01-09,18,1,2,False,False,False,flu_season,1,1.0,,
1,general,2024-01-09,19,1,2,False,False,False,flu_season,1,1.0,,
1,general,2024-01-10,9,2,2,False,False,False,flu_season,4,2.0,,
1,general,2024-01-10,10,2,2,False,False,False,flu_season,3,1.0,,
1,general,2024-01-10,11,2,2,False,False,False,flu_season,2,1.0,,
1,general,2024-01-10,12,2,2,False,False,False,flu_season,1,3.0,,
1,general,2024-01-10,13,2,2,False,False,False,flu_season,1,1.0,,
1,general,2024-01-10,14,2,2,False,False,False,flu_season,2,1.0,,
1,general,2024-01-10,15,2,2,False,False,False,flu_season,3,3.0,,
1,general,2024-01-10,16,2,2,False,False,False,flu_season,3,3.0,,
1,general,2024-01-10,17,2,2,False,False,False,flu_season,4,2.0,,
1,general,2024-01-10,18,2,2,False,False,False,flu_season,1,2.0,,
1,general,2024-01-11,9,3,2,False,False,False,flu_season,1,3.0,,
1,general,2024-01-11,10,3,2,False,False,False,flu_season,1,,,
1,general,2024-01-11,11,3,2,False,False,False,flu_season,2,,,
1,general,2024-01-11,12,3,2,False,False,False,flu_season,4,3.0,,
1,general,2024-01-11,13,3,2,False,False,False,flu_season,2,3.0,,
1,general,2024-01-11,14,3,2,False,False,False,flu_season,2,2.0,,
1,general,2024-01-11,15,3,2,False,False,False,flu_season,4,3.0,,3.5
1,general,2024-01-11,16,3,2,False,False,False,flu_season,2,1.0,,
1,general,2024-01-11,17,3,2,False,False,False,flu_season,4,3.0,,
1,general,2024-01-11,18,3,2,False,False,False,flu_season,2,,,
1,general,2024-01-11,19,3,2,False,False,False,flu_season,3,2.0,,
1,general,2024-01-12,9,4,2,False,False,False,flu_season,3,2.0,,3.0
1,general,2024-01-12,11,4,2,False,False,False,flu_season,1,2.0,,
1,general,2024-01-12,12,4,2,False,False,False,flu_season,1,,,
1,general,2024-01-12,13,4,2,False,False,False,flu_season,4,1.0,,2.0
1,general,2024-01-12,14,4,2,False,False,False,flu_season,1,,,2.0
1,general,2024-01-12,15,4,2,False,False,False,flu_season,2,2.0,,3.2
1,general,2024-01-12,16,4,2,False,False,False,flu_season,1,4.0,,1.5
1,general,2024-01-12,17,4,2,False,False,False,flu_season,1,1.0,,4.5
1,general,2024-01-12,18,4,2,False,False,False,flu_season,4,1.0,,1.25
1,general,2024-01-12,19,4,2,False,False,False,flu_season,1,4.0,,
1,general,2024-01-13,9,5,2,False,False,False,flu_season,2,2.0,,2.8
1,general,2024-01-13,10,5,2,False,False,False,flu_season,2,,,
1,general,2024-01-13,11,5,2,False,False,False,flu_season,1,4.0,,2.5
1,general,2024-01-13,12,5,2,False,False,False,flu_season,1,,,
1,general,2024-01-13,13,5,2,False,False,False,flu_season,1,1.0,,1.8
1,general,2024-01-13,14,5,2,False,False,False,flu_season,2,1.0,,1.8
1,general,2024-01-13,15,5,2,False,False,False,flu_season,2,1.0,,2.8333333333333335
1,general,2024-01-13,19,5,2,False,False,False,flu_season,2,,,
1,general,2024-01-14,9,6,2,False,False,False,flu_season,1,,,2.6666666666666665
1,general,2024-01-14,15,6,2,False,False,False,flu_season,1,1.0,,2.5714285714285716
1,general,2024-01-14,19,6,2,False,False,False,flu_season,1,,,
1,general,2024-01-15,9,0,3,False,False,False,flu_season,3,1.0,3.0,2.4285714285714284
1,general,2024-01-15,10,0,3,False,False,False,flu_season,3,4.0,3.0,
1,general,2024-01-15,11,0,3,False,False,False,flu_season,3,3.0,6.0,2.8
1,general,2024-01-15,12,0,3,False,False,False,flu_season,2,1.0,2.0,
1,general,2024-01-15,13,0,3,False,False,False,flu_season,1,1.0,2.0,1.6666666666666667
1,general,2024-01-15,14,0,3,False,False,False,flu_season,2,5.0,3.0,1.6666666666666667
1,general,2024-01-15,15,0,3,False,False,False,flu_season,4,7.0,4.0,3.125
1,general,2024-01-15,16,0,3,False,False,False,flu_season,2,3.0,1.0,2.0
1,general,2024-01-15,17,0,3,False,False,False,flu_season,3,4.0,8.0,3.8
1,general,2024-01-15,18,0,3,False,False,False,flu_season,2,4.0,1.0,1.2
1,general,2024-01-16,9,1,3,False,False,False,flu_season,2,7.0,4.0,3.0
1,general,2024-01-16,10,1,3,False,False,False,flu_season,2,1.0,5.0,2.75
1,general,2024-01-16,11,1,3,False,False,False,flu_season,1,2.0,1.0,2.8333333333333335
1,general,2024-01-16,12,1,3,False,False,False,flu_season,1,,5.0,3.25
1,general,2024-01-16,14,1,3,False,False,False,flu_season,2,2.0,2.0,2.142857142857143
1,general,2024-01-16,15,1,3,False,False,False,flu_season,1,1.0,4.0,2.888888888888889
1,general,2024-01-16,16,1,3,False,False,False,flu_season,3,1.0,1.0,1.8333333333333333
1,general,2024-01-16,17,1,3,False,False,False,flu_season,3,4.0,5.0,3.6666666666666665
1,general,2024-01-16,18,1,3,False,False,False,flu_season,5,1.0,1.0,1.1666666666666667
1,general,2024-01-16,19,1,3,False,False,False,flu_season,2,1.0,1.0,2.0
1,general,2024-01-17,9,2,3,False,False,False,flu_season,5,4.0,2.0,3.111111111111111
1,general,2024-01-17,10,2,3,False,False,False,flu_season,4,3.0,1.0,3.0
1,general,2024-01-17,11,2,3,False,False,False,flu_season,1,2.0,1.0,2.7142857142857144
1,general,2024-01-17,12,2,3,False,False,False,flu_season,5,1.0,3.0,2.8
1,general,2024-01-17,13,2,3,False,False,False,flu_season,1,1.0,1.0,1.5714285714285714
1,general,2024-01-17,15,2,3,False,False,False,flu_season,4,3.0,3.0,2.9
1,general,2024-01-17,16,2,3,False,False,False,flu_season,3,3.0,3.0,2.0
1,general,2024-01-17,17,2,3,False,False,False,flu_season,3,4.0,2.0,3.7142857142857144
1,general,2024-01-17,18,2,3,False,False,False,flu_season,2,1.0,2.0,1.5714285714285714
1,general,2024-01-17,19,2,3,False,False,False,flu_season,1,,1.0,1.8
1,general,2024-01-18,10,3,3,False,False,False,flu_season,5,1.0,,2.6666666666666665
1,general,2024-01-18,11,3,3,False,False,False,flu_season,2,2.0,,2.625
1,general,2024-01-18,12,3,3,False,False,False,flu_season,1,4.0,3.0,2.5
1,general,2024-01-18,13,3,3,False,False,False,flu_season,5,2.0,3.0,1.625
1,general,2024-01-18,14,3,3,False,False,False,flu_season,4,2.0,2.0,2.125
1,general,2024-01-18,15,3,3,False,False,False,flu_season,2,4.0,3.0,3.0
1,general,2024-01-18,16,3,3,False,False,False,flu_season,4,2.0,1.0,1.875
1,general,2024-01-18,17,3,3,False,False,False,flu_season,2,4.0,3.0,3.75
1,general,2024-01-18,18,3,3,False,False,False,flu_season,3,2.0,,1.5
1,general,2024-01-19,9,4,3,False,False,False,flu_season,3,3.0,2.0,2.9
1,general,2024-01-19,11,4,3,False,False,False,flu_season,3,1.0,2.0,2.5555555555555554
1,general,2024-01-19,12,4,3,False,False,False,flu_season,3,1.0,,2.7142857142857144
1,general,2024-01-19,13,4,3,False,False,False,flu_season,2,4.0,1.0,1.5555555555555556
1,general,2024-01-19,16,4,3,False,False,False,flu_season,1,1.0,4.0,2.0
1,general,2024-01-19,17,4,3,False,False,False,flu_season,4,1.0,1.0,3.7777777777777777
1,general,2024-01-19,18,4,3,False,False,False,flu_season,3,4.0,1.0,1.4444444444444444
1,general,2024-01-19,19,4,3,False,False,False,flu_season,1,1.0,4.0,1.6666666666666667
